Log Producao Fabrica: Veiculo[id=1, cor=Vermelho, tipo=SUV, estacao=1, funcionario=2, pos=0]
Log Producao Fabrica: Veiculo[id=331, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=331, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=32)
Log Producao Fabrica: Veiculo[id=332, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=332, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=32)
Log Producao Fabrica: Veiculo[id=333, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=333, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=26)
Log Producao Fabrica: Veiculo[id=334, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Venda Fabrica: Veiculo[id=334, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=33)
Log Producao Fabrica: Veiculo[id=335, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Venda Fabrica: Veiculo[id=335, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=33)
Log Producao Fabrica: Veiculo[id=336, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Venda Fabrica: Veiculo[id=336, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=27)
Log Venda Fabrica: Veiculo[id=337, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=34)
Log Producao Fabrica: Veiculo[id=337, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Producao Fabrica: Veiculo[id=338, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=338, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=34)
Log Producao Fabrica: Veiculo[id=339, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18]
Log Producao Fabrica: Veiculo[id=340, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=19]
Log Venda Fabrica: Veiculo[id=339, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 3 (pos=28)
Log Venda Fabrica: Veiculo[id=340, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=35)
Log Producao Fabrica: Veiculo[id=341, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=341, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=35)
Log Producao Fabrica: Veiculo[id=342, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=342, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=29)
Log Producao Fabrica: Veiculo[id=343, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=343, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=36)
Log Producao Fabrica: Veiculo[id=344, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=344, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=36)
Log Producao Fabrica: Veiculo[id=345, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=345, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=30)
Log Producao Fabrica: Veiculo[id=346, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=346, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=37)
Log Producao Fabrica: Veiculo[id=347, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=347, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=37)
Log Producao Fabrica: Veiculo[id=348, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=348, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=31)
Log Producao Fabrica: Veiculo[id=349, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=349, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=38)
Log Producao Fabrica: Veiculo[id=350, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=350, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=38)
Log Producao Fabrica: Veiculo[id=351, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=351, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=32)
Log Producao Fabrica: Veiculo[id=352, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=352, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=39)
Log Producao Fabrica: Veiculo[id=353, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=353, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=39)
Log Producao Fabrica: Veiculo[id=354, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Venda Fabrica: Veiculo[id=354, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=33)
Log Producao Fabrica: Veiculo[id=355, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=355, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=0)
Log Producao Fabrica: Veiculo[id=356, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Venda Fabrica: Veiculo[id=356, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=0)
Log Producao Fabrica: Veiculo[id=357, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=357, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=34)
Log Producao Fabrica: Veiculo[id=358, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=358, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=1)
Log Venda Fabrica: Veiculo[id=359, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 1 (pos=1)
Log Producao Fabrica: Veiculo[id=360, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=39]
Log Producao Fabrica: Veiculo[id=359, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=38]
Log Venda Fabrica: Veiculo[id=360, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 3 (pos=35)
Log Producao Fabrica: Veiculo[id=361, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=361, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=2)
Log Producao Fabrica: Veiculo[id=362, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=362, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 1 (pos=2)
Log Producao Fabrica: Veiculo[id=363, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=363, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=36)
Log Producao Fabrica: Veiculo[id=364, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=364, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=3)
Log Producao Fabrica: Veiculo[id=365, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=365, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 1 (pos=3)
Log Producao Fabrica: Veiculo[id=366, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=366, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=37)
Log Producao Fabrica: Veiculo[id=367, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=367, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 2 (pos=4)
Log Producao Fabrica: Veiculo[id=368, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=368, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 1 (pos=4)
Log Producao Fabrica: Veiculo[id=369, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=369, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=38)
Log Producao Fabrica: Veiculo[id=370, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=370, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 2 (pos=5)
Log Producao Fabrica: Veiculo[id=371, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=371, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 1 (pos=5)
Log Producao Fabrica: Veiculo[id=372, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Producao Fabrica: Veiculo[id=373, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=372, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=39)
Log Venda Fabrica: Veiculo[id=373, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=6)
Log Producao Fabrica: Veiculo[id=374, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Venda Fabrica: Veiculo[id=374, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 1 (pos=6)
Log Producao Fabrica: Veiculo[id=375, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Venda Fabrica: Veiculo[id=375, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=0)
Log Producao Fabrica: Veiculo[id=376, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Venda Fabrica: Veiculo[id=376, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=7)
Log Venda Fabrica: Veiculo[id=377, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=7)
Log Producao Fabrica: Veiculo[id=377, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Producao Fabrica: Veiculo[id=378, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=378, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=1)
Log Venda Fabrica: Veiculo[id=379, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 2 (pos=8)
Log Producao Fabrica: Veiculo[id=379, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Venda Fabrica: Veiculo[id=380, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=8)
Log Producao Fabrica: Veiculo[id=380, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Producao Fabrica: Veiculo[id=381, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=381, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=2)
Log Producao Fabrica: Veiculo[id=382, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=382, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 2 (pos=9)
Log Producao Fabrica: Veiculo[id=383, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=383, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=9)
Log Producao Fabrica: Veiculo[id=384, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=384, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=3)
Log Producao Fabrica: Veiculo[id=385, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=385, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 2 (pos=10)
Log Producao Fabrica: Veiculo[id=386, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=386, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=10)
Log Producao Fabrica: Veiculo[id=387, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=387, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=4)
Log Venda Fabrica: Veiculo[id=388, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 2 (pos=11)
Log Producao Fabrica: Veiculo[id=388, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Producao Fabrica: Veiculo[id=389, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=389, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=11)
Log Producao Fabrica: Veiculo[id=390, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=390, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=5)
Log Producao Fabrica: Veiculo[id=391, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=391, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 2 (pos=12)
Log Producao Fabrica: Veiculo[id=392, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=392, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=12)
Log Venda Fabrica: Veiculo[id=393, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=13)
Log Producao Fabrica: Veiculo[id=393, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Producao Fabrica: Veiculo[id=394, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Venda Fabrica: Veiculo[id=394, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 2 (pos=13)
Log Producao Fabrica: Veiculo[id=395, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=395, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=6)
Log Producao Fabrica: Veiculo[id=396, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Venda Fabrica: Veiculo[id=396, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=14)
Log Producao Fabrica: Veiculo[id=397, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=397, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=14)
Log Producao Fabrica: Veiculo[id=398, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=398, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=7)
Log Producao Fabrica: Veiculo[id=399, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=399, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=15)
Log Venda Fabrica: Veiculo[id=400, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 1 (pos=16)
Log Producao Fabrica: Veiculo[id=400, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Producao Fabrica: Veiculo[id=401, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=401, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=8)
Log Producao Fabrica: Veiculo[id=402, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=402, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=15)
Log Producao Fabrica: Veiculo[id=403, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=403, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=17)
Log Producao Fabrica: Veiculo[id=404, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=404, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=9)
Log Producao Fabrica: Veiculo[id=405, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=405, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=16)
Log Producao Fabrica: Veiculo[id=406, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=406, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=18)
Log Producao Fabrica: Veiculo[id=407, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=407, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=10)
Log Producao Fabrica: Veiculo[id=408, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=408, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=17)
Log Producao Fabrica: Veiculo[id=409, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=409, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=19)
Log Producao Fabrica: Veiculo[id=410, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=410, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=11)
Log Producao Fabrica: Veiculo[id=411, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=411, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=18)
Log Producao Fabrica: Veiculo[id=412, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=412, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=20)
Log Producao Fabrica: Veiculo[id=413, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=413, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=12)
Log Producao Fabrica: Veiculo[id=414, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Venda Fabrica: Veiculo[id=414, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=19)
Log Venda Fabrica: Veiculo[id=415, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=21)
Log Producao Fabrica: Veiculo[id=415, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Producao Fabrica: Veiculo[id=416, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Venda Fabrica: Veiculo[id=416, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=13)
Log Producao Fabrica: Veiculo[id=417, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Venda Fabrica: Veiculo[id=417, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=20)
Log Producao Fabrica: Veiculo[id=418, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=418, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=22)
Log Venda Fabrica: Veiculo[id=419, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=14)
Log Producao Fabrica: Veiculo[id=419, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Producao Fabrica: Veiculo[id=420, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Venda Fabrica: Veiculo[id=420, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=21)
Log Producao Fabrica: Veiculo[id=421, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=421, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=23)
Log Producao Fabrica: Veiculo[id=422, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=422, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=15)
Log Producao Fabrica: Veiculo[id=423, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=423, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=22)
Log Producao Fabrica: Veiculo[id=424, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=424, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=24)
Log Producao Fabrica: Veiculo[id=425, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=425, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=16)
Log Producao Fabrica: Veiculo[id=426, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=426, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=23)
Log Producao Fabrica: Veiculo[id=427, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=427, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=25)
Log Producao Fabrica: Veiculo[id=428, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=428, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=17)
Log Producao Fabrica: Veiculo[id=429, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=429, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=24)
Log Producao Fabrica: Veiculo[id=430, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=430, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=26)
Log Producao Fabrica: Veiculo[id=431, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=431, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=18)
Log Producao Fabrica: Veiculo[id=432, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=432, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=25)
Log Producao Fabrica: Veiculo[id=433, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=433, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=27)
Log Producao Fabrica: Veiculo[id=434, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Producao Fabrica: Veiculo[id=435, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=434, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=19)
Log Venda Fabrica: Veiculo[id=435, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=26)
Log Producao Fabrica: Veiculo[id=436, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Venda Fabrica: Veiculo[id=436, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=28)
Log Producao Fabrica: Veiculo[id=437, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=437, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=20)
Log Producao Fabrica: Veiculo[id=438, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=438, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=27)
Log Producao Fabrica: Veiculo[id=439, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=439, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=29)
Log Producao Fabrica: Veiculo[id=440, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Venda Fabrica: Veiculo[id=440, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 1 (pos=30)
