Log Venda Loja: Veiculo[id=3, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=2] -> Cliente 4 (Loja 3)
Log Venda Loja: Veiculo[id=318, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=318, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=21)
Log Venda Loja: Veiculo[id=236, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 12 (Loja 2)
Log Venda Loja: Veiculo[id=239, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 15 (Loja 2)
Log Recebimento Loja: Veiculo[id=319, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 2 (pos=28)
Log Recebimento Loja: Veiculo[id=320, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 1 (pos=28)
Log Venda Loja: Veiculo[id=321, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 3 (Loja 3)
Log Recebimento Loja: Veiculo[id=321, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=22)
Log Venda Loja: Veiculo[id=289, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 10 (Loja 1)
Log Recebimento Loja: Veiculo[id=322, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=29)
Log Venda Loja: Veiculo[id=292, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 20 (Loja 1)
Log Recebimento Loja: Veiculo[id=323, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=29)
Log Recebimento Loja: Veiculo[id=324, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=23)
Log Venda Loja: Veiculo[id=324, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=325, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=30)
Log Venda Loja: Veiculo[id=242, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=326, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=30)
Log Venda Loja: Veiculo[id=295, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 5 (Loja 1)
Log Venda Loja: Veiculo[id=327, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=327, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=24)
Log Venda Loja: Veiculo[id=297, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=328, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=31)
Log Recebimento Loja: Veiculo[id=329, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=31)
Log Recebimento Loja: Veiculo[id=330, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=25)
Log Venda Loja: Veiculo[id=330, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 2 (Loja 3)
Log Recebimento Loja: Veiculo[id=331, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=32)
Log Recebimento Loja: Veiculo[id=332, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=32)
Log Venda Loja: Veiculo[id=245, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=333, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 8 (Loja 3)
Log Recebimento Loja: Veiculo[id=333, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=26)
Log Recebimento Loja: Veiculo[id=334, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=33)
Log Recebimento Loja: Veiculo[id=335, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=33)
Log Venda Loja: Veiculo[id=336, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=336, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=27)
Log Recebimento Loja: Veiculo[id=337, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=34)
Log Venda Loja: Veiculo[id=248, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 11 (Loja 2)
Log Recebimento Loja: Veiculo[id=338, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=34)
Log Venda Loja: Veiculo[id=299, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=339, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=339, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 3 (pos=28)
Log Recebimento Loja: Veiculo[id=340, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=35)
Log Recebimento Loja: Veiculo[id=341, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=35)
Log Venda Loja: Veiculo[id=251, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 3 (Loja 2)
Log Venda Loja: Veiculo[id=302, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 10 (Loja 1)
Log Venda Loja: Veiculo[id=342, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 16 (Loja 3)
Log Recebimento Loja: Veiculo[id=342, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=29)
Log Recebimento Loja: Veiculo[id=343, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=36)
Log Recebimento Loja: Veiculo[id=344, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=36)
Log Venda Loja: Veiculo[id=305, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 4 (Loja 1)
Log Venda Loja: Veiculo[id=345, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=345, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=30)
Log Recebimento Loja: Veiculo[id=346, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=37)
Log Venda Loja: Veiculo[id=253, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 18 (Loja 2)
Log Venda Loja: Veiculo[id=256, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 5 (Loja 2)
Log Venda Loja: Veiculo[id=306, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 7 (Loja 1)
Log Recebimento Loja: Veiculo[id=347, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=37)
Log Venda Loja: Veiculo[id=309, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=348, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=31)
Log Venda Loja: Veiculo[id=348, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 13 (Loja 3)
Log Recebimento Loja: Veiculo[id=349, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=38)
Log Recebimento Loja: Veiculo[id=350, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=38)
Log Venda Loja: Veiculo[id=351, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 17 (Loja 3)
Log Recebimento Loja: Veiculo[id=351, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=32)
Log Recebimento Loja: Veiculo[id=352, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=39)
Log Recebimento Loja: Veiculo[id=353, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=39)
Log Venda Loja: Veiculo[id=312, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 8 (Loja 1)
Log Venda Loja: Veiculo[id=354, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=354, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=33)
Log Recebimento Loja: Veiculo[id=355, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=0)
Log Recebimento Loja: Veiculo[id=356, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=0)
Log Venda Loja: Veiculo[id=357, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=357, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=34)
Log Recebimento Loja: Veiculo[id=358, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=1)
Log Recebimento Loja: Veiculo[id=359, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 1 (pos=1)
Log Venda Loja: Veiculo[id=313, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 14 (Loja 1)
Log Recebimento Loja: Veiculo[id=360, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 3 (pos=35)
Log Venda Loja: Veiculo[id=360, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Cliente 2 (Loja 3)
Log Recebimento Loja: Veiculo[id=361, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=2)
Log Recebimento Loja: Veiculo[id=362, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 1 (pos=2)
Log Venda Loja: Veiculo[id=258, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 16 (Loja 2)
Log Venda Loja: Veiculo[id=363, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=363, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=36)
Log Recebimento Loja: Veiculo[id=364, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=3)
Log Recebimento Loja: Veiculo[id=365, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 1 (pos=3)
Log Venda Loja: Veiculo[id=366, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=366, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=37)
Log Venda Loja: Veiculo[id=316, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 5 (Loja 1)
Log Recebimento Loja: Veiculo[id=367, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 2 (pos=4)
Log Venda Loja: Veiculo[id=260, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Cliente 7 (Loja 2)
Log Venda Loja: Veiculo[id=320, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=368, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 1 (pos=4)
Log Venda Loja: Veiculo[id=323, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 13 (Loja 1)
Log Venda Loja: Veiculo[id=369, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=369, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=38)
Log Recebimento Loja: Veiculo[id=370, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 2 (pos=5)
Log Recebimento Loja: Veiculo[id=371, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 1 (pos=5)
Log Venda Loja: Veiculo[id=372, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 12 (Loja 3)
Log Venda Loja: Veiculo[id=326, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 8 (Loja 1)
Log Recebimento Loja: Veiculo[id=372, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=39)
Log Recebimento Loja: Veiculo[id=373, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=6)
Log Recebimento Loja: Veiculo[id=374, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 1 (pos=6)
Log Venda Loja: Veiculo[id=375, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 3 (Loja 3)
Log Recebimento Loja: Veiculo[id=375, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=0)
Log Recebimento Loja: Veiculo[id=376, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=7)
Log Venda Loja: Veiculo[id=329, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 20 (Loja 1)
Log Recebimento Loja: Veiculo[id=377, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=7)
Log Venda Loja: Veiculo[id=378, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=378, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=1)
Log Venda Loja: Veiculo[id=263, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 14 (Loja 2)
Log Venda Loja: Veiculo[id=266, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 2 (Loja 2)
Log Recebimento Loja: Veiculo[id=379, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 2 (pos=8)
Log Recebimento Loja: Veiculo[id=380, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=8)
Log Venda Loja: Veiculo[id=381, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=381, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=2)
Log Recebimento Loja: Veiculo[id=382, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 2 (pos=9)
Log Venda Loja: Veiculo[id=332, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=383, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=9)
Log Venda Loja: Veiculo[id=269, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 6 (Loja 2)
Log Recebimento Loja: Veiculo[id=384, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=3)
Log Venda Loja: Veiculo[id=384, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=385, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 2 (pos=10)
Log Recebimento Loja: Veiculo[id=386, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=10)
Log Venda Loja: Veiculo[id=335, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 9 (Loja 1)
Log Venda Loja: Veiculo[id=387, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 18 (Loja 3)
Log Recebimento Loja: Veiculo[id=387, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=4)
Log Venda Loja: Veiculo[id=338, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=388, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 2 (pos=11)
Log Venda Loja: Veiculo[id=341, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=389, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=11)
Log Venda Loja: Veiculo[id=390, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 17 (Loja 3)
Log Recebimento Loja: Veiculo[id=390, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=5)
Log Recebimento Loja: Veiculo[id=391, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 2 (pos=12)
Log Venda Loja: Veiculo[id=272, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 12 (Loja 2)
Log Recebimento Loja: Veiculo[id=392, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=12)
Log Recebimento Loja: Veiculo[id=393, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=13)
Log Recebimento Loja: Veiculo[id=394, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 2 (pos=13)
Log Venda Loja: Veiculo[id=395, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=395, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=6)
Log Venda Loja: Veiculo[id=344, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 3 (Loja 1)
Log Recebimento Loja: Veiculo[id=396, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=14)
Log Venda Loja: Veiculo[id=275, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 20 (Loja 2)
Log Recebimento Loja: Veiculo[id=397, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=14)
Log Venda Loja: Veiculo[id=398, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 5 (Loja 3)
Log Recebimento Loja: Veiculo[id=398, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=7)
Log Venda Loja: Veiculo[id=347, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 10 (Loja 1)
Log Venda Loja: Veiculo[id=278, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 14 (Loja 2)
Log Venda Loja: Veiculo[id=281, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 2 (Loja 2)
Log Recebimento Loja: Veiculo[id=399, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=15)
Log Recebimento Loja: Veiculo[id=400, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 1 (pos=16)
Log Venda Loja: Veiculo[id=350, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 4 (Loja 1)
Log Venda Loja: Veiculo[id=401, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=401, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=8)
Log Recebimento Loja: Veiculo[id=402, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=15)
Log Venda Loja: Veiculo[id=353, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=403, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=17)
Log Venda Loja: Veiculo[id=404, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=404, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=9)
Log Recebimento Loja: Veiculo[id=405, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=16)
Log Recebimento Loja: Veiculo[id=406, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=18)
Log Venda Loja: Veiculo[id=284, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 9 (Loja 2)
Log Venda Loja: Veiculo[id=407, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 8 (Loja 3)
Log Recebimento Loja: Veiculo[id=407, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=10)
Log Venda Loja: Veiculo[id=287, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=408, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=17)
Log Venda Loja: Veiculo[id=290, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 13 (Loja 2)
Log Recebimento Loja: Veiculo[id=409, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=19)
Log Venda Loja: Veiculo[id=410, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=410, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=11)
Log Recebimento Loja: Veiculo[id=411, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=18)
Log Recebimento Loja: Veiculo[id=412, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=20)
Log Venda Loja: Veiculo[id=413, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=413, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=12)
Log Recebimento Loja: Veiculo[id=414, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=19)
Log Recebimento Loja: Veiculo[id=415, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=21)
Log Venda Loja: Veiculo[id=293, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 15 (Loja 2)
Log Venda Loja: Veiculo[id=356, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=416, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 1 (Loja 3)
Log Recebimento Loja: Veiculo[id=416, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=13)
Log Venda Loja: Veiculo[id=296, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 20 (Loja 2)
Log Recebimento Loja: Veiculo[id=417, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=20)
Log Recebimento Loja: Veiculo[id=418, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=22)
Log Venda Loja: Veiculo[id=300, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Cliente 14 (Loja 2)
Log Recebimento Loja: Veiculo[id=419, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=14)
Log Venda Loja: Veiculo[id=303, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=419, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 17 (Loja 3)
Log Recebimento Loja: Veiculo[id=420, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=21)
Log Recebimento Loja: Veiculo[id=421, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=23)
Log Venda Loja: Veiculo[id=359, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=422, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 12 (Loja 3)
Log Recebimento Loja: Veiculo[id=422, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=15)
Log Venda Loja: Veiculo[id=362, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=423, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=22)
Log Recebimento Loja: Veiculo[id=424, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=24)
Log Venda Loja: Veiculo[id=425, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 5 (Loja 3)
Log Recebimento Loja: Veiculo[id=425, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=16)
Log Recebimento Loja: Veiculo[id=426, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=23)
Log Venda Loja: Veiculo[id=365, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 9 (Loja 1)
Log Recebimento Loja: Veiculo[id=427, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=25)
Log Venda Loja: Veiculo[id=308, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 8 (Loja 2)
